RESPONDENT_ID,SURVEY_ID,CHOICE_SET,LABEL,CHOICE_INDICATOR,FLAVOR,RESPONDENT_IP_ADDRESS,RESPONDENT_CITY,RESPONDENT_REGION,RESPONDENT_POSTCODE,RESPONDENT_COUNTRY,RESPONDENT_TIME_OF_OPENING_SURVEY,RESPONDENT_TIME_OF_COMPLETING_SURVEY,RESPONDENT_DEVICE_USED_IN_SURVEY,RESPONDENT_LENGTH_OF_INTERVIEW_SECONDS,RESPONDENT_TOUCH_DEVICE_USED_IN_SURVEY,RESPONDENT_UNIQUE_CODE,Q2_I_LL_AVOID_THIS_FLAVOR_BARBECUE,Q2_I_LL_AVOID_THIS_FLAVOR_BUFFALO_WING,Q2_I_LL_AVOID_THIS_FLAVOR_CHEESE,Q2_I_LL_AVOID_THIS_FLAVOR_COOL_RANCH,Q2_I_LL_AVOID_THIS_FLAVOR_DILL_PICKLE,Q2_I_LL_AVOID_THIS_FLAVOR_GARLIC_PARMESAN,Q2_I_LL_AVOID_THIS_FLAVOR_HONEY_MUSTARD,Q2_I_LL_AVOID_THIS_FLAVOR_LOADED_BAKED_POTATO,Q2_I_LL_AVOID_THIS_FLAVOR_MESQUITE_BBQ,Q2_I_LL_AVOID_THIS_FLAVOR_RANCH,Q2_I_LL_AVOID_THIS_FLAVOR_SALT_AND_VINEGAR,Q2_I_LL_AVOID_THIS_FLAVOR_SOUR_CREAM_AND_ONION,Q2_I_LL_AVOID_THIS_FLAVOR_SPICY_JALAPENO,Q2_I_LL_AVOID_THIS_FLAVOR_SRIRACHA,Q2_I_LL_AVOID_THIS_FLAVOR_SWEET_CHILI,Q2_I_LL_EAT_THIS_FLAVOR_BARBECUE,Q2_I_LL_EAT_THIS_FLAVOR_BUFFALO_WING,Q2_I_LL_EAT_THIS_FLAVOR_CHEESE,Q2_I_LL_EAT_THIS_FLAVOR_COOL_RANCH,Q2_I_LL_EAT_THIS_FLAVOR_DILL_PICKLE,Q2_I_LL_EAT_THIS_FLAVOR_GARLIC_PARMESAN,Q2_I_LL_EAT_THIS_FLAVOR_HONEY_MUSTARD,Q2_I_LL_EAT_THIS_FLAVOR_LOADED_BAKED_POTATO,Q2_I_LL_EAT_THIS_FLAVOR_MESQUITE_BBQ,Q2_I_LL_EAT_THIS_FLAVOR_RANCH,Q2_I_LL_EAT_THIS_FLAVOR_SALT_AND_VINEGAR,Q2_I_LL_EAT_THIS_FLAVOR_SOUR_CREAM_AND_ONION,Q2_I_LL_EAT_THIS_FLAVOR_SPICY_JALAPENO,Q2_I_LL_EAT_THIS_FLAVOR_SRIRACHA,Q2_I_LL_EAT_THIS_FLAVOR_SWEET_CHILI,Q2_I_M_INDIFFERENT_BARBECUE,Q2_I_M_INDIFFERENT_BUFFALO_WING,Q2_I_M_INDIFFERENT_CHEESE,Q2_I_M_INDIFFERENT_COOL_RANCH,Q2_I_M_INDIFFERENT_DILL_PICKLE,Q2_I_M_INDIFFERENT_GARLIC_PARMESAN,Q2_I_M_INDIFFERENT_HONEY_MUSTARD,Q2_I_M_INDIFFERENT_LOADED_BAKED_POTATO,Q2_I_M_INDIFFERENT_MESQUITE_BBQ,Q2_I_M_INDIFFERENT_RANCH,Q2_I_M_INDIFFERENT_SALT_AND_VINEGAR,Q2_I_M_INDIFFERENT_SOUR_CREAM_AND_ONION,Q2_I_M_INDIFFERENT_SPICY_JALAPENO,Q2_I_M_INDIFFERENT_SRIRACHA,Q2_I_M_INDIFFERENT_SWEET_CHILI,Q3_LIKEABILITY_O1_IT_WAS_ENJOYABLE,Q3_LIKEABILITY_O2_I_UNDERSTOOD_EVERYTHING_IN_THIS_SURVEY,Q3_LIKEABILITY_O3_I_WOULD_RECOMMEND_THIS_SURVEY_TO_ANOTHER_PERSON,Q4_DIFFICULTIES,Q5_OTHER_IMPROVEMENTS
211239262,211239262,4,2,0,Loaded Baked Potato,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,4,3,0,Ranch,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,5,1,0,Sweet Chili,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,5,2,1,Sriracha,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,5,3,0,Mesquite BBQ,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,6,1,0,Sriracha,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,6,2,0,Honey Mustard,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,6,3,1,Sweet Chili,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,7,1,1,Salt and Vinegar,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,7,2,0,Dill Pickle,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,7,3,0,Ranch,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,8,1,0,Buffalo Wing,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,8,2,0,Loaded Baked Potato,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,8,3,1,Barbecue,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,9,1,1,Sour Cream and Onion,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,9,2,0,Dill Pickle,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,9,3,0,Cool Ranch,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,10,1,1,Garlic Parmesan,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,10,2,0,Honey Mustard,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,10,3,0,Sriracha,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,11,1,0,Dill Pickle,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,11,2,0,Buffalo Wing,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,11,3,1,Cool Ranch,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,12,1,0,Buffalo Wing,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,12,2,1,Garlic Parmesan,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239262,211239262,12,3,0,Mesquite BBQ,216.211.38.206,Thunder Bay,Ontario,P7E,Canada,6/21/2023 17:41,6/21/2023 17:43,desktop,114,0,RHLRTCATMCSPYXHEKDPN,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,5,5,5,None of it,None of it
211239266,211239266,1,1,0,Buffalo Wing,208.202.233.167,New York,New York,10123,USA,6/21/2023 17:42,6/21/2023 17:45,desktop,225,0,ZWHIOHURWTCEPKSOPBBI,NULL,NULL,1,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,5,4,5,No,No
211239266,211239266,1,2,0,Loaded Baked Potato,208.202.233.167,New York,New York,10123,USA,6/21/2023 17:42,6/21/2023 17:45,desktop,225,0,ZWHIOHURWTCEPKSOPBBI,NULL,NULL,1,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,5,4,5,No,No
